NUM_PEDIDO;CODCLI;CODVEN;DATA_EMISSAO;VLR_TOTAL;SITUACAO;OBSERVACOES
2140;140;4;2013-10-09 00:00:00.000;40.64;E;NULL
2141;579;4;2013-10-10 00:00:00.000;1318.18;E;NULL
2142;351;4;2013-10-10 00:00:00.000;1261.22;E;NULL
2143;510;3;2013-10-10 00:00:00.000;225.53;E;NULL
2144;612;3;2013-10-10 00:00:00.000;2643.41;E;NULL
2145;495;5;2013-10-10 00:00:00.000;255.21;E;NULL
2146;428;1;2013-10-10 00:00:00.000;3113.37;E;NULL
2147;255;4;2013-10-10 00:00:00.000;584.28;E;NULL
2148;184;2;2013-10-11 00:00:00.000;458.65;E;NULL
2149;603;4;2013-10-11 00:00:00.000;362.05;E;NULL
2150;212;2;2013-10-11 00:00:00.000;1306.05;E;NULL
2151;296;4;2013-10-11 00:00:00.000;3908.05;E;NULL
2152;320;2;2013-10-11 00:00:00.000;3490.03;E;NULL
2153;449;5;2013-10-11 00:00:00.000;3175.89;E;NULL
2154;451;3;2013-10-11 00:00:00.000;660.67;E;NULL
2155;101;5;2013-10-11 00:00:00.000;3221.47;E;NULL
2156;103;2;2013-10-11 00:00:00.000;3396.52;E;NULL
2157;359;1;2013-10-11 00:00:00.000;172.16;E;NULL
2158;466;1;2013-10-13 00:00:00.000;710.06;E;NULL
2159;379;5;2013-10-13 00:00:00.000;1369.04;E;NULL
2160;498;5;2013-10-13 00:00:00.000;1974.02;E;NULL
2161;162;5;2013-10-13 00:00:00.000;1340.42;E;NULL
2162;409;2;2013-10-13 00:00:00.000;276.44;E;NULL
2163;556;5;2013-10-13 00:00:00.000;637.96;E;NULL
2164;208;2;2013-10-13 00:00:00.000;1151.04;E;NULL
2165;340;4;2013-10-13 00:00:00.000;617.56;E;NULL
2166;214;1;2013-10-13 00:00:00.000;387.14;E;NULL
2167;220;2;2013-10-13 00:00:00.000;2356.35;E;NULL
2168;82;2;2013-10-13 00:00:00.000;1046.59;E;NULL
2169;198;3;2013-10-13 00:00:00.000;254.42;E;NULL
2170;186;1;2013-10-13 00:00:00.000;69.93;E;NULL
2171;258;3;2013-10-13 00:00:00.000;1652.06;E;NULL
2172;170;4;2013-10-14 00:00:00.000;1009.00;E;NULL
2173;491;5;2013-10-14 00:00:00.000;269.34;E;NULL
2174;247;3;2013-10-14 00:00:00.000;2360.69;E;NULL
2175;147;2;2013-10-14 00:00:00.000;933.33;E;NULL
2176;173;3;2013-10-14 00:00:00.000;726.55;E;NULL
2177;27;2;2013-10-14 00:00:00.000;5.88;E;NULL
2178;210;3;2013-10-14 00:00:00.000;1138.82;E;NULL
2179;142;1;2013-10-14 00:00:00.000;930.89;E;NULL
2180;278;2;2013-10-14 00:00:00.000;1888.45;E;NULL
2181;83;2;2013-10-15 00:00:00.000;1001.34;E;NULL
2182;198;5;2013-10-15 00:00:00.000;2993.40;E;NULL
2183;115;1;2013-10-15 00:00:00.000;4348.18;E;NULL
2184;409;5;2013-10-15 00:00:00.000;908.04;E;NULL
2185;97;1;2013-10-15 00:00:00.000;956.16;E;NULL
2186;379;1;2013-10-15 00:00:00.000;132.03;E;NULL
2187;603;4;2013-10-15 00:00:00.000;1792.67;E;NULL
2188;447;2;2013-10-15 00:00:00.000;987.68;E;NULL
2189;359;2;2013-10-15 00:00:00.000;2012.34;E;NULL
2190;611;4;2013-10-15 00:00:00.000;2414.90;C;NULL
2191;244;5;2013-10-15 00:00:00.000;3575.02;E;NULL
2192;363;3;2013-10-15 00:00:00.000;486.31;E;NULL
2193;87;5;2013-10-15 00:00:00.000;621.78;C;NULL
2194;581;1;2013-10-15 00:00:00.000;1167.50;E;NULL
2195;313;4;2013-10-15 00:00:00.000;1406.21;E;NULL
2196;139;2;2013-10-15 00:00:00.000;1030.51;E;NULL
2197;534;1;2013-10-16 00:00:00.000;771.34;E;NULL
2198;581;4;2013-10-16 00:00:00.000;731.62;C;NULL
2199;348;2;2013-10-16 00:00:00.000;1203.11;E;NULL
2200;326;3;2013-10-16 00:00:00.000;2227.00;E;NULL
2201;556;1;2013-10-16 00:00:00.000;1428.07;E;NULL
2202;540;3;2013-10-16 00:00:00.000;1913.18;E;NULL
2203;565;1;2013-10-16 00:00:00.000;1876.25;E;NULL
2204;216;2;2013-10-16 00:00:00.000;780.92;C;NULL
2205;391;1;2013-10-16 00:00:00.000;708.81;E;NULL
2206;519;5;2013-10-16 00:00:00.000;325.18;E;NULL
2207;488;4;2013-10-16 00:00:00.000;1036.89;E;NULL
2208;102;2;2013-10-17 00:00:00.000;102.87;E;NULL
2209;331;4;2013-10-17 00:00:00.000;1570.01;E;NULL
2210;342;5;2013-10-17 00:00:00.000;807.76;E;NULL
2211;363;1;2013-10-17 00:00:00.000;1997.14;E;NULL
2212;534;3;2013-10-17 00:00:00.000;568.47;E;NULL
2213;497;3;2013-10-17 00:00:00.000;3744.77;E;NULL
2214;14;3;2013-10-17 00:00:00.000;3844.21;E;NULL
2215;410;1;2013-10-18 00:00:00.000;962.16;E;NULL
2216;232;2;2013-10-18 00:00:00.000;871.53;E;NULL
2217;530;1;2013-10-18 00:00:00.000;665.53;E;NULL
2218;364;1;2013-10-18 00:00:00.000;1378.55;E;NULL
2219;505;1;2013-10-18 00:00:00.000;3081.33;E;NULL
2220;19;3;2013-10-18 00:00:00.000;1676.58;E;NULL
2221;430;1;2013-10-18 00:00:00.000;119.60;E;NULL
2222;60;3;2013-10-18 00:00:00.000;271.94;E;NULL
2223;586;5;2013-10-20 00:00:00.000;965.04;E;NULL
2224;126;3;2013-10-20 00:00:00.000;830.14;E;NULL
2225;521;1;2013-10-20 00:00:00.000;2477.70;E;NULL
2226;352;5;2013-10-20 00:00:00.000;2075.34;E;NULL
2227;279;4;2013-10-20 00:00:00.000;2725.43;E;NULL
2228;461;4;2013-10-20 00:00:00.000;164.85;E;NULL
2229;82;3;2013-10-20 00:00:00.000;73.67;E;NULL
2230;411;2;2013-10-20 00:00:00.000;684.50;E;NULL
2231;493;4;2013-10-20 00:00:00.000;2871.47;E;NULL
2232;199;4;2013-10-20 00:00:00.000;492.85;E;NULL
2233;46;1;2013-10-20 00:00:00.000;1741.12;E;NULL
2234;312;2;2013-10-20 00:00:00.000;3698.62;E;NULL
2235;255;2;2013-10-20 00:00:00.000;29.80;E;NULL
2236;72;5;2013-10-21 00:00:00.000;1378.64;E;NULL
2237;71;2;2013-10-21 00:00:00.000;1400.31;C;NULL
2238;376;1;2013-10-21 00:00:00.000;2919.28;E;NULL
2239;586;1;2013-10-21 00:00:00.000;1651.04;E;NULL
2240;317;2;2013-10-21 00:00:00.000;62.10;E;NULL
2241;517;4;2013-10-21 00:00:00.000;1748.09;C;NULL
2242;493;1;2013-10-21 00:00:00.000;1126.42;E;NULL
2243;129;4;2013-10-21 00:00:00.000;2895.92;E;NULL
2244;65;3;2013-10-21 00:00:00.000;1775.61;E;NULL
2245;336;5;2013-10-21 00:00:00.000;488.39;E;NULL
2246;397;5;2013-10-21 00:00:00.000;668.12;E;NULL
2247;312;3;2013-10-21 00:00:00.000;605.97;E;NULL
2248;166;1;2013-10-21 00:00:00.000;51.85;E;NULL
2249;255;2;2013-10-21 00:00:00.000;1069.61;E;NULL
2250;387;4;2013-10-21 00:00:00.000;117.82;E;NULL
2251;340;1;2013-10-21 00:00:00.000;791.23;E;NULL
2252;402;1;2013-10-22 00:00:00.000;2885.14;E;NULL
2253;274;3;2013-10-22 00:00:00.000;3353.66;E;NULL
2254;77;3;2013-10-22 00:00:00.000;1365.03;E;NULL
2255;212;3;2013-10-22 00:00:00.000;892.04;E;NULL
2256;156;3;2013-10-22 00:00:00.000;1023.70;E;NULL
2257;510;1;2013-10-22 00:00:00.000;1846.36;E;NULL
2258;53;3;2013-10-22 00:00:00.000;1644.17;E;NULL
2259;52;5;2013-10-22 00:00:00.000;1368.00;E;NULL
2260;506;1;2013-10-22 00:00:00.000;966.50;E;NULL
2261;108;4;2013-10-22 00:00:00.000;50.91;E;NULL
2262;446;5;2013-10-22 00:00:00.000;74.46;E;NULL
2263;26;2;2013-10-22 00:00:00.000;2213.66;E;NULL
2264;306;4;2013-10-22 00:00:00.000;1043.77;C;NULL
2265;443;1;2013-10-22 00:00:00.000;279.90;C;NULL
2266;232;5;2013-10-22 00:00:00.000;2595.98;E;NULL
2267;132;2;2013-10-22 00:00:00.000;2312.12;E;NULL
2268;616;2;2013-10-23 00:00:00.000;1232.91;E;NULL
2269;383;4;2013-10-23 00:00:00.000;298.19;E;NULL
2270;299;4;2013-10-23 00:00:00.000;89.76;E;NULL
2271;453;1;2013-10-23 00:00:00.000;37.93;E;NULL
2272;63;4;2013-10-23 00:00:00.000;243.49;E;NULL
2273;269;5;2013-10-23 00:00:00.000;440.13;E;NULL
2274;234;2;2013-10-23 00:00:00.000;1593.94;E;NULL
2275;306;4;2013-10-23 00:00:00.000;310.43;E;NULL
2276;364;2;2013-10-23 00:00:00.000;3061.16;E;NULL
2277;283;4;2013-10-23 00:00:00.000;763.46;E;NULL
2278;554;5;2013-10-23 00:00:00.000;3500.47;E;NULL
2279;408;3;2013-10-24 00:00:00.000;1929.61;E;NULL
2280;37;5;2013-10-24 00:00:00.000;151.70;E;NULL
2281;342;1;2013-10-24 00:00:00.000;648.90;E;NULL
2282;581;4;2013-10-24 00:00:00.000;1809.99;E;NULL
2283;481;5;2013-10-24 00:00:00.000;1137.39;E;NULL
2284;178;5;2013-10-24 00:00:00.000;179.71;E;NULL
2285;493;5;2013-10-24 00:00:00.000;4909.26;C;NULL
2286;226;3;2013-10-24 00:00:00.000;695.10;E;NULL
2287;283;1;2013-10-24 00:00:00.000;3847.60;E;NULL
2288;613;5;2013-10-24 00:00:00.000;2813.31;E;NULL
2289;406;1;2013-10-24 00:00:00.000;728.68;C;NULL
2290;625;2;2013-10-24 00:00:00.000;1226.21;C;NULL
2291;537;2;2013-10-25 00:00:00.000;1139.46;E;NULL
2292;579;3;2013-10-25 00:00:00.000;115.59;E;NULL
2293;256;1;2013-10-25 00:00:00.000;1276.35;E;NULL
2294;553;4;2013-10-25 00:00:00.000;2783.15;E;NULL
2295;497;1;2013-10-25 00:00:00.000;442.34;E;NULL
2296;41;1;2013-10-25 00:00:00.000;69.44;E;NULL
2297;198;1;2013-10-25 00:00:00.000;1230.16;E;NULL
2298;8;4;2013-10-25 00:00:00.000;3123.66;E;NULL
2299;377;5;2013-10-25 00:00:00.000;143.75;C;NULL
2300;511;4;2013-10-25 00:00:00.000;2811.46;E;NULL
2301;289;1;2013-10-25 00:00:00.000;2703.15;E;NULL
2302;472;1;2013-10-25 00:00:00.000;3876.87;E;NULL
2303;241;4;2013-10-25 00:00:00.000;2918.31;E;NULL
2304;400;5;2013-10-25 00:00:00.000;1328.65;E;NULL
2305;325;2;2013-10-27 00:00:00.000;1290.76;E;NULL
2306;167;4;2013-10-27 00:00:00.000;615.56;E;NULL
2307;459;4;2013-10-27 00:00:00.000;693.47;E;NULL
2308;417;1;2013-10-27 00:00:00.000;2554.77;E;NULL
2309;380;5;2013-10-27 00:00:00.000;188.24;E;NULL
2310;574;4;2013-10-27 00:00:00.000;642.15;E;NULL
2311;169;1;2013-10-27 00:00:00.000;895.85;E;NULL
2312;562;1;2013-10-27 00:00:00.000;683.63;E;NULL
2313;466;3;2013-10-27 00:00:00.000;1845.37;C;NULL
2314;426;2;2013-10-27 00:00:00.000;976.72;C;NULL
2315;427;4;2013-10-27 00:00:00.000;1078.65;E;NULL
2316;336;5;2013-10-27 00:00:00.000;958.95;E;NULL
2317;177;5;2013-10-27 00:00:00.000;2902.32;E;NULL
2318;145;2;2013-10-27 00:00:00.000;1206.02;E;NULL
2319;22;4;2013-10-27 00:00:00.000;629.26;E;NULL
2320;528;1;2013-10-28 00:00:00.000;1384.38;E;NULL
2321;271;2;2013-10-28 00:00:00.000;420.66;E;NULL
2322;352;1;2013-10-28 00:00:00.000;18.80;E;NULL
2323;70;1;2013-10-28 00:00:00.000;426.34;E;NULL
2324;268;2;2013-10-28 00:00:00.000;342.46;E;NULL
2325;49;5;2013-10-28 00:00:00.000;1202.17;E;NULL
2326;385;1;2013-10-28 00:00:00.000;1648.67;E;NULL
2327;335;3;2013-10-28 00:00:00.000;178.36;C;NULL
2328;179;2;2013-10-28 00:00:00.000;2587.71;E;NULL
2329;81;5;2013-10-28 00:00:00.000;3388.87;E;NULL
2330;330;3;2013-10-28 00:00:00.000;1184.08;C;NULL
2331;213;3;2013-10-28 00:00:00.000;4545.61;E;NULL
2332;465;5;2013-10-28 00:00:00.000;1568.56;E;NULL
2333;204;5;2013-10-28 00:00:00.000;80.66;E;NULL
2334;24;4;2013-10-28 00:00:00.000;1025.43;C;NULL
2335;434;3;2013-10-29 00:00:00.000;415.52;C;NULL
2336;457;3;2013-10-29 00:00:00.000;1738.12;E;NULL
2337;315;5;2013-10-29 00:00:00.000;25.74;E;NULL
2338;94;1;2013-10-29 00:00:00.000;571.32;E;NULL
2339;416;5;2013-10-29 00:00:00.000;584.80;E;NULL
2340;422;2;2013-10-29 00:00:00.000;1343.40;E;NULL
2341;222;3;2013-10-29 00:00:00.000;553.84;E;NULL
2342;533;3;2013-10-29 00:00:00.000;2370.91;E;NULL
2343;444;1;2013-10-29 00:00:00.000;765.56;E;NULL
2344;162;3;2013-10-29 00:00:00.000;412.28;E;NULL
2345;210;2;2013-10-29 00:00:00.000;1958.93;E;NULL
2346;36;1;2013-10-29 00:00:00.000;258.00;E;NULL
2347;541;1;2013-10-29 00:00:00.000;747.04;E;NULL
2348;219;3;2013-10-29 00:00:00.000;2665.14;E;NULL
2349;44;3;2013-10-30 00:00:00.000;380.28;E;NULL
2350;339;4;2013-10-30 00:00:00.000;1291.30;E;NULL
2351;85;5;2013-10-30 00:00:00.000;3861.73;C;NULL
2352;208;1;2013-10-30 00:00:00.000;432.30;E;NULL
2353;456;5;2013-10-30 00:00:00.000;1297.69;E;NULL
2354;41;2;2013-10-30 00:00:00.000;1192.55;C;NULL
2355;57;4;2013-10-30 00:00:00.000;2509.90;E;NULL
2356;270;3;2013-10-30 00:00:00.000;640.61;E;NULL
2357;549;1;2013-10-30 00:00:00.000;133.99;E;NULL
2358;585;3;2013-10-30 00:00:00.000;1941.11;E;NULL
2359;281;4;2013-10-30 00:00:00.000;1596.97;E;NULL
2360;369;5;2013-10-31 00:00:00.000;2308.10;E;NULL
2361;100;2;2013-10-31 00:00:00.000;4302.61;E;NULL
2362;219;4;2013-10-31 00:00:00.000;1735.78;C;NULL
2363;172;2;2013-10-31 00:00:00.000;74.80;E;NULL
2364;517;2;2013-10-31 00:00:00.000;1157.46;E;NULL
2365;178;3;2013-10-31 00:00:00.000;1465.26;E;NULL
2366;305;3;2013-10-31 00:00:00.000;2899.15;C;NULL
2367;334;5;2013-10-31 00:00:00.000;3791.85;E;NULL
2368;318;1;2013-11-01 00:00:00.000;565.41;E;NULL
2369;426;4;2013-11-01 00:00:00.000;813.29;E;NULL
2370;498;5;2013-11-01 00:00:00.000;1885.73;E;NULL
2371;82;2;2013-11-01 00:00:00.000;2193.40;E;NULL
2372;443;4;2013-11-01 00:00:00.000;1714.35;E;NULL
2373;226;1;2013-11-01 00:00:00.000;1979.60;E;NULL
2374;255;3;2013-11-01 00:00:00.000;577.37;E;NULL
2375;624;3;2013-11-01 00:00:00.000;729.07;E;NULL
2376;426;4;2013-11-01 00:00:00.000;86.70;E;NULL
2377;274;4;2013-11-01 00:00:00.000;575.71;E;NULL
2378;107;4;2013-11-01 00:00:00.000;2491.32;E;NULL
2379;585;4;2013-11-01 00:00:00.000;187.40;E;NULL
2380;613;5;2013-11-01 00:00:00.000;128.96;E;NULL
2381;179;2;2013-11-01 00:00:00.000;1974.38;E;NULL
2382;153;2;2013-11-03 00:00:00.000;773.04;E;NULL
2383;37;5;2013-11-03 00:00:00.000;252.04;E;NULL
2384;234;1;2013-11-03 00:00:00.000;2329.28;E;NULL
2385;574;1;2013-11-03 00:00:00.000;126.09;E;NULL
2386;540;4;2013-11-03 00:00:00.000;2069.32;E;NULL
2387;578;4;2013-11-03 00:00:00.000;1613.05;E;NULL
2388;201;1;2013-11-03 00:00:00.000;965.25;E;NULL
2389;320;1;2013-11-03 00:00:00.000;889.82;E;NULL
2390;78;1;2013-11-03 00:00:00.000;2823.10;E;NULL
2391;583;1;2013-11-03 00:00:00.000;1422.91;E;NULL
2392;429;3;2013-11-03 00:00:00.000;1061.86;C;NULL
2393;66;4;2013-11-03 00:00:00.000;1828.00;E;NULL
2394;53;4;2013-11-03 00:00:00.000;1102.09;E;NULL
2395;513;5;2013-11-03 00:00:00.000;1553.30;E;NULL
2396;612;2;2013-11-04 00:00:00.000;2643.65;E;NULL
2397;411;2;2013-11-04 00:00:00.000;180.63;E;NULL
2398;298;2;2013-11-04 00:00:00.000;2902.48;E;NULL
2399;261;3;2013-11-04 00:00:00.000;46.44;E;NULL
2400;241;3;2013-11-04 00:00:00.000;2624.23;E;NULL
2401;456;1;2013-11-04 00:00:00.000;154.68;E;NULL
2402;306;5;2013-11-04 00:00:00.000;1918.01;E;NULL
2403;208;3;2013-11-04 00:00:00.000;1454.76;E;NULL
2404;212;4;2013-11-04 00:00:00.000;3316.45;E;NULL
2405;407;3;2013-11-04 00:00:00.000;41.18;E;NULL
2406;401;5;2013-11-05 00:00:00.000;2573.31;E;NULL
2407;14;1;2013-11-05 00:00:00.000;871.97;C;NULL
2408;174;3;2013-11-05 00:00:00.000;689.87;E;NULL
2409;303;3;2013-11-05 00:00:00.000;3106.15;E;NULL
2410;193;1;2013-11-05 00:00:00.000;3361.04;E;NULL
2411;359;2;2013-11-05 00:00:00.000;3596.32;E;NULL
2412;472;1;2013-11-05 00:00:00.000;404.30;E;NULL
2413;308;3;2013-11-05 00:00:00.000;932.45;E;NULL
2414;189;5;2013-11-06 00:00:00.000;1273.37;E;NULL
2415;245;5;2013-11-06 00:00:00.000;1752.43;E;NULL
2416;20;4;2013-11-06 00:00:00.000;3083.41;C;NULL
2417;132;4;2013-11-06 00:00:00.000;1696.41;E;NULL
2418;59;5;2013-11-06 00:00:00.000;1482.89;E;NULL
2419;439;4;2013-11-06 00:00:00.000;636.33;E;NULL
2420;219;1;2013-11-06 00:00:00.000;736.28;E;NULL
2421;228;5;2013-11-06 00:00:00.000;36.18;E;NULL
2422;138;3;2013-11-07 00:00:00.000;248.68;E;NULL
2423;111;4;2013-11-07 00:00:00.000;326.60;E;NULL
2424;158;5;2013-11-07 00:00:00.000;1842.81;E;NULL
2425;139;1;2013-11-07 00:00:00.000;658.91;E;NULL
2426;299;2;2013-11-07 00:00:00.000;161.87;E;NULL
2427;43;1;2013-11-07 00:00:00.000;1518.69;E;NULL
2428;231;3;2013-11-07 00:00:00.000;1110.62;E;NULL
2429;116;5;2013-11-07 00:00:00.000;1084.42;E;NULL
2430;96;3;2013-11-07 00:00:00.000;111.60;E;NULL
2431;243;3;2013-11-07 00:00:00.000;1062.68;E;NULL
2432;339;4;2013-11-07 00:00:00.000;2720.93;E;NULL
2433;56;5;2013-11-07 00:00:00.000;1277.95;E;NULL
2434;72;3;2013-11-07 00:00:00.000;1290.41;C;NULL
2435;381;1;2013-11-08 00:00:00.000;1293.50;E;NULL
2436;554;4;2013-11-08 00:00:00.000;1190.47;E;NULL
2437;466;2;2013-11-08 00:00:00.000;1617.16;C;NULL
2438;352;4;2013-11-08 00:00:00.000;1225.11;E;NULL
2439;372;3;2013-11-08 00:00:00.000;634.41;C;NULL
2440;18;1;2013-11-08 00:00:00.000;1997.11;E;NULL
2441;602;5;2013-11-08 00:00:00.000;993.93;E;NULL
2442;258;5;2013-11-08 00:00:00.000;132.25;E;NULL
2443;262;2;2013-11-10 00:00:00.000;269.28;E;NULL
2444;431;3;2013-11-10 00:00:00.000;1710.03;E;NULL
2445;35;4;2013-11-10 00:00:00.000;713.42;C;NULL
2446;67;3;2013-11-10 00:00:00.000;641.54;E;NULL
2447;427;2;2013-11-10 00:00:00.000;3462.03;E;NULL
2448;178;3;2013-11-10 00:00:00.000;1308.99;E;NULL
2449;100;5;2013-11-10 00:00:00.000;1014.92;E;NULL
2450;442;1;2013-11-10 00:00:00.000;163.20;E;NULL
2451;487;1;2013-11-11 00:00:00.000;453.82;E;NULL
2452;143;5;2013-11-11 00:00:00.000;1065.71;C;NULL
2453;625;1;2013-11-11 00:00:00.000;1189.62;E;NULL
2454;496;3;2013-11-11 00:00:00.000;1366.34;E;NULL
2455;90;2;2013-11-11 00:00:00.000;547.69;E;NULL
2456;444;5;2013-11-11 00:00:00.000;1009.46;E;NULL
2457;404;4;2013-11-11 00:00:00.000;698.19;E;NULL
2458;408;3;2013-11-11 00:00:00.000;229.40;E;NULL
2459;72;4;2013-11-12 00:00:00.000;2105.41;E;NULL
2460;78;3;2013-11-12 00:00:00.000;1703.45;E;NULL
2461;385;4;2013-11-12 00:00:00.000;1781.87;E;NULL
2462;535;2;2013-11-12 00:00:00.000;2794.90;E;NULL
2463;53;4;2013-11-12 00:00:00.000;1269.10;E;NULL
2464;412;1;2013-11-12 00:00:00.000;3014.65;E;NULL
2465;95;2;2013-11-12 00:00:00.000;784.64;E;NULL
2466;621;2;2013-11-12 00:00:00.000;2511.48;E;NULL
2467;314;2;2013-11-12 00:00:00.000;630.86;E;NULL
2468;86;2;2013-11-12 00:00:00.000;2331.59;E;NULL
2469;161;1;2013-11-12 00:00:00.000;2723.51;E;NULL
2470;523;4;2013-11-12 00:00:00.000;3094.38;E;NULL
2471;602;5;2013-11-12 00:00:00.000;1020.61;E;NULL
2472;415;5;2013-11-12 00:00:00.000;1674.72;E;NULL
2473;250;4;2013-11-13 00:00:00.000;974.64;E;NULL
2474;386;2;2013-11-13 00:00:00.000;512.09;E;NULL
2475;40;4;2013-11-13 00:00:00.000;1704.16;E;NULL
2476;44;2;2013-11-13 00:00:00.000;333.60;E;NULL
2477;72;5;2013-11-13 00:00:00.000;2173.98;E;NULL
2478;67;5;2013-11-13 00:00:00.000;1376.20;E;NULL
2479;96;2;2013-11-13 00:00:00.000;877.27;E;NULL
2480;538;5;2013-11-13 00:00:00.000;391.39;E;NULL
2481;253;3;2013-11-13 00:00:00.000;452.67;C;NULL
2482;246;3;2013-11-13 00:00:00.000;3978.95;C;NULL
2483;377;5;2013-11-13 00:00:00.000;1156.39;E;NULL
2484;359;4;2013-11-13 00:00:00.000;989.18;E;NULL
2485;541;3;2013-11-13 00:00:00.000;939.16;E;NULL
2486;615;2;2013-11-13 00:00:00.000;1144.33;E;NULL
2487;390;5;2013-11-14 00:00:00.000;2455.74;E;NULL
2488;280;1;2013-11-14 00:00:00.000;3374.54;E;NULL
2489;340;5;2013-11-14 00:00:00.000;2422.72;C;NULL
2490;606;1;2013-11-14 00:00:00.000;416.27;E;NULL
2491;609;3;2013-11-14 00:00:00.000;773.94;C;NULL
2492;54;3;2013-11-14 00:00:00.000;687.23;E;NULL
2493;236;3;2013-11-14 00:00:00.000;808.57;E;NULL
2494;379;2;2013-11-15 00:00:00.000;285.13;E;NULL
2495;253;1;2013-11-15 00:00:00.000;2011.07;E;NULL
2496;43;3;2013-11-15 00:00:00.000;539.37;E;NULL
2497;625;1;2013-11-15 00:00:00.000;423.82;E;NULL
2498;574;2;2013-11-15 00:00:00.000;1020.65;E;NULL
2499;488;3;2013-11-15 00:00:00.000;137.91;C;NULL
2500;235;4;2013-11-15 00:00:00.000;118.76;E;NULL
2501;409;3;2013-11-17 00:00:00.000;2397.93;E;NULL
2502;481;4;2013-11-17 00:00:00.000;2426.49;E;NULL
2503;619;5;2013-11-17 00:00:00.000;3931.88;E;NULL
2504;261;3;2013-11-17 00:00:00.000;336.29;E;NULL
2505;484;1;2013-11-17 00:00:00.000;167.70;E;NULL
2506;602;4;2013-11-17 00:00:00.000;1954.96;E;NULL
2507;46;2;2013-11-17 00:00:00.000;264.55;E;NULL
2508;325;3;2013-11-18 00:00:00.000;705.24;E;NULL
2509;337;2;2013-11-18 00:00:00.000;2533.65;E;NULL
2510;63;4;2013-11-18 00:00:00.000;5032.92;E;NULL
2511;550;2;2013-11-18 00:00:00.000;19.74;E;NULL
2512;206;4;2013-11-18 00:00:00.000;840.17;E;NULL
2513;94;2;2013-11-18 00:00:00.000;466.77;C;NULL
2514;624;3;2013-11-18 00:00:00.000;3628.71;E;NULL
2515;178;5;2013-11-18 00:00:00.000;1102.72;E;NULL
2516;513;4;2013-11-18 00:00:00.000;1281.97;E;NULL
2517;391;1;2013-11-18 00:00:00.000;961.37;E;NULL
2518;20;1;2013-11-18 00:00:00.000;350.75;E;NULL
2519;359;1;2013-11-18 00:00:00.000;123.53;E;NULL
2520;293;2;2013-11-18 00:00:00.000;369.94;E;NULL
2521;173;5;2013-11-18 00:00:00.000;272.77;E;NULL
2522;383;4;2013-11-18 00:00:00.000;255.32;E;NULL
2523;223;2;2013-11-18 00:00:00.000;1087.12;E;NULL
2524;228;3;2013-11-19 00:00:00.000;231.79;E;NULL
2525;349;1;2013-11-19 00:00:00.000;181.29;E;NULL
2526;542;1;2013-11-19 00:00:00.000;397.98;C;NULL
2527;542;4;2013-11-19 00:00:00.000;1461.96;E;NULL
2528;141;3;2013-11-19 00:00:00.000;576.05;E;NULL
2529;624;2;2013-11-19 00:00:00.000;1329.19;E;NULL
2530;578;1;2013-11-19 00:00:00.000;140.28;E;NULL
2531;23;5;2013-11-19 00:00:00.000;193.14;E;NULL
2532;120;3;2013-11-19 00:00:00.000;329.84;E;NULL
2533;93;5;2013-11-19 00:00:00.000;199.28;E;NULL
2534;271;4;2013-11-19 00:00:00.000;2197.88;E;NULL
2535;167;3;2013-11-19 00:00:00.000;2310.18;E;NULL
2536;59;3;2013-11-19 00:00:00.000;1490.01;E;NULL
2537;33;4;2013-11-19 00:00:00.000;1161.76;E;NULL
2538;120;5;2013-11-19 00:00:00.000;793.96;E;NULL
2539;423;2;2013-11-19 00:00:00.000;285.00;E;NULL
2540;167;1;2013-11-20 00:00:00.000;221.50;C;NULL
2541;395;2;2013-11-20 00:00:00.000;1312.28;E;NULL
2542;480;1;2013-11-20 00:00:00.000;1155.77;E;NULL
2543;252;2;2013-11-20 00:00:00.000;224.07;E;NULL
2544;150;4;2013-11-20 00:00:00.000;1423.92;E;NULL
2545;172;4;2013-11-20 00:00:00.000;2066.31;E;NULL
2546;530;2;2013-11-20 00:00:00.000;378.43;C;NULL
2547;52;1;2013-11-20 00:00:00.000;810.02;E;NULL
2548;60;1;2013-11-20 00:00:00.000;343.22;E;NULL
2549;7;4;2013-11-20 00:00:00.000;1402.02;C;NULL
2550;232;5;2013-11-20 00:00:00.000;3325.46;E;NULL
2551;177;3;2013-11-21 00:00:00.000;591.43;E;NULL
2552;29;2;2013-11-21 00:00:00.000;373.49;E;NULL
2553;110;4;2013-11-21 00:00:00.000;2738.35;C;NULL
2554;130;3;2013-11-21 00:00:00.000;1746.84;E;NULL
2555;321;2;2013-11-21 00:00:00.000;1044.42;E;NULL
2556;511;2;2013-11-21 00:00:00.000;845.89;E;NULL
2557;548;1;2013-11-21 00:00:00.000;754.64;E;NULL
2558;496;2;2013-11-21 00:00:00.000;755.08;E;NULL
2559;281;2;2013-11-21 00:00:00.000;788.58;E;NULL
2560;359;4;2013-11-21 00:00:00.000;981.25;E;NULL
2561;174;4;2013-11-21 00:00:00.000;983.11;E;NULL
2562;624;4;2013-11-21 00:00:00.000;230.00;E;NULL
2563;406;4;2013-11-21 00:00:00.000;1490.12;E;NULL
2564;393;1;2013-11-21 00:00:00.000;1615.05;E;NULL
2565;224;5;2013-11-21 00:00:00.000;5054.51;E;NULL
2566;55;4;2013-11-22 00:00:00.000;3371.38;E;NULL
2567;505;3;2013-11-22 00:00:00.000;3223.62;E;NULL
